home_appliance,real_power,60Hz,120Hz,180Hz,240Hz,300Hz,360Hz,420Hz,480Hz,540Hz,600Hz,660Hz,720Hz,780Hz,840Hz,900Hz,960Hz,1020Hz,1080Hz,1140Hz,1200Hz,1260Hz,1320Hz
Air Fryer,1150.08,137.16962695626736,2.4932082518913226,2.798866257244776,0.9127311573094057,1.266840862443985,0.7127998491291937,0.6034220329219168,0.5401206907572585,0.6705673337086742,0.39493310779152246,0.379420206998174,0.33561347157591803,0.26665451378834215,0.2748977958482798,0.29183717662013947,0.33585529661139113,0.3451822640020017,0.28103782428484964,0.2878781956267933,0.3132721236241101,0.2889749051212471,0.2559798737099834
Air Fryer,1154.03,136.91862404968148,2.3814777293962472,3.372539110784475,0.9860469081168234,1.767639593962755,0.6515683657664764,0.8881833491756133,0.4609463109649953,0.3801112669571429,0.420178906198243,0.3714958345420986,0.2831201770961303,0.33401951271239766,0.23121182877670804,0.14550437555245763,0.30993431220833495,0.2752721687193048,0.22009327783496652,0.2319822338440312,0.2597358543768226,0.26799083414923835,0.24182460389979565
Air Fryer,1168.8,138.31465781945545,1.7040574427615194,3.3653654693384376,0.3308798649213228,1.6793945833458082,0.17149916110875957,0.4981215587803498,0.053491573717688534,0.3383325212463245,0.1219935480473045,0.03734965675655044,0.077909800288464,0.09214256098058073,0.10220106366593361,0.24444250751503796,0.047138605532833396,0.07532030375665316,0.0528995570019178,0.046217040227750895,0.04258452073225455,0.032964242154812355,0.0214670189003528
Air Fryer,1140.58,136.4127535456733,2.740755724257878,1.0501001932930913,1.324224232813474,1.7147530040280339,0.8617368051030542,0.7816232229993672,0.6237980027520699,0.5553671042245373,0.5481239765125658,0.5078707009832136,0.45148647239650613,0.38999009811340496,0.39507829954283485,0.5043975481044967,0.3053214913911938,0.3170272463251566,0.3163121574771569,0.3258524840771165,0.3315665989509812,0.3410240727173078,0.32376054448195724
Air Fryer,1169.48,137.97392843181535,1.7709278604527854,3.5501253114066924,0.380042695734702,1.3085029262446763,0.434620087679169,0.1188634006931458,0.27844161354771896,0.1363179331484116,0.2394694830532513,0.167353455855933,0.19980000156428088,0.19216868209109886,0.10194297494788075,0.2766444252213275,0.17172722101166862,0.15554117386311925,0.1691010477349967,0.16600255461430732,0.16391400644061938,0.14512607025093338,0.11761961431013167
Air Fryer,1156.09,137.5798827008016,2.2827323319528836,3.2226683514724765,0.7549082792299341,1.7667594447696855,0.40237324432104654,0.03733709436854191,0.36759114309484014,0.33377165022423366,0.2861898712504816,0.25784556485811755,0.26948124644849264,0.2709296976741425,0.20805511263232587,0.27035525023518286,0.1828002153099464,0.1726202481907467,0.1767589697449942,0.16199922767295236,0.1814297233596541,0.15525575908676023,0.15472277165770174
Air Fryer,1147.26,136.54739435955636,2.6832132816458043,2.5987212257331986,1.2332302664683334,2.381523203402403,0.6656296322953998,0.6395056434592036,0.5415461301439296,0.4148852937112279,0.4080098036034386,0.3989121242139843,0.4045230004828521,0.3423592397569013,0.38301199331389624,0.5118650762037601,0.214990286342647,0.25726046117908463,0.2847523194748857,0.27385963776246985,0.33959378527611345,0.23386019032173097,0.2935169156186573
Air Fryer,1171.47,138.38233396926051,1.4899078971216713,3.294189016487483,0.3062579394573006,1.6177858587423481,0.1738290007301095,0.35416786259130195,0.04563693957805701,0.23681494874657355,0.08590923088453052,0.0500801565876924,0.037865836471795575,0.05702570409624902,0.024152638989777486,0.12470653022915229,0.09479924122228234,0.07720327035513068,0.025746171454077947,0.07691337519255907,0.011305900271985938,0.05402046743395843,0.06503359493942865
Air Fryer,1141.16,136.55532843876415,2.6316482417660625,1.4352871006106642,1.1831600686647554,0.9245319793313128,0.9102474342075594,1.062990961263605,0.5926924108729104,0.2727694825191588,0.47814615211031947,0.41180493377732574,0.4480268029804006,0.42157703544995245,0.37868790930619484,0.2258070366637898,0.4012090733590473,0.3632323499793797,0.3210481456098643,0.3338594719805199,0.32274043925329043,0.31489643365905323,0.3190221271889356
Air Fryer,1167.61,137.7560972297376,1.9869344881897706,3.5987674870374384,0.43155768572503633,1.1196843276187085,0.485991391105479,0.08427587591291806,0.31688817940982256,0.38437632414322004,0.2469058819878367,0.23832923051051413,0.21006204694332928,0.26435178706581813,0.1538410042324608,0.06738345436447303,0.24406346859280392,0.15296927334690325,0.18957626763814306,0.20202516341667348,0.18492936412130953,0.19672788736124827,0.1523936614318211
Air Fryer,1160.48,137.83377967293342,2.0301257840559317,3.392121119914128,0.6297124028451281,1.8726875321508822,0.25879253094917815,0.36142312232401647,0.2776458496573395,0.06323610397548014,0.20152681556234017,0.20576931524288114,0.1743619553611617,0.1876239270752661,0.13674482736829693,0.2792959288890946,0.14098808661953255,0.1695940708766702,0.118617876945469,0.12571968485811524,0.13119923075749929,0.11571772754295108,0.14149484963915449
Air Fryer,1141.14,136.29220625812647,2.7589879382941405,1.5220713304614801,1.33111638003818,2.1980343007335392,0.703474193499573,0.33729719032303873,0.6279015442158287,0.77903470207569,0.49353284194586083,0.494043809896856,0.43727025839931005,0.46651004194316137,0.3597868140489447,0.300706108275581,0.3733977988029886,0.3426591974468406,0.3223238899673049,0.3511152089717152,0.33064673055360133,0.2905065106717079,0.2856008625005672
Air Fryer,1173.39,138.24139470199518,1.5481712969573662,3.4180309230462527,0.31108293423856015,1.588858680923604,0.17448987379282735,0.35255269383652577,0.14879673605950633,0.1770281221302629,0.13633447787877884,0.0761875648919435,0.09396523291294892,0.05907175311665147,0.12047616521253349,0.17457689260134937,0.10500735133351402,0.039827820086359364,0.02675458064435582,0.06241031033268808,0.10048092451224133,0.087813252186634,0.035527818470163154
Air Fryer,1147.2,137.05889164293316,2.4735409649619737,2.6290436512438857,0.963627299599833,1.1141133133482826,0.7255427751345489,0.7299100331309993,0.47655349345293585,0.6637735070236939,0.39298903127058676,0.3751698995243902,0.30941872371580764,0.25620697980414087,0.2760401457662892,0.3973067196098084,0.3100703820722971,0.31067254418763746,0.25210812896090873,0.3163071586119054,0.24944391847681535,0.28210972115156746,0.26746730016216225
Air Fryer,1156.2,137.04460269586144,2.4372022503962327,3.5866212355494587,0.9192720428253358,1.3885982654920779,0.6247427832322346,0.7815417787597353,0.46324846305658335,0.5224268982172234,0.35255040629114226,0.3701065665815995,0.3299596468838711,0.26633766097611766,0.30512614233937274,0.34296484493029605,0.246295226604412,0.1853584578928455,0.26921412243246773,0.24480655317657662,0.20687191223407952,0.2237957217929339,0.21571872208010257
Air Fryer,1164.2,137.99918815413258,1.912004588900971,3.454299318519095,0.49337208396969723,1.8302630355234393,0.18135772672216988,0.47329992580071384,0.14720544138831368,0.24481649691864485,0.09982576566960114,0.11509159513027184,0.10900896767446185,0.043104618247502724,0.0797352307903751,0.05843049900993128,0.1508174888787577,0.1064135986191274,0.13238600915446092,0.07104719013016698,0.11331305298946862,0.09080970849725392,0.09222901334550493
Air Fryer,1140.03,136.2978186654679,2.6615145880074507,1.06023818647318,1.3059314582985937,1.6352200826246832,0.9241379598987243,0.8445381946589027,0.6411377709235592,0.5168575145718487,0.5577636011021816,0.47199705106856593,0.44033682570665034,0.37167821581867766,0.41675665901321396,0.5368199051915722,0.31688445211007465,0.3209264577824986,0.3042919735002744,0.3120638710223871,0.3579445917965114,0.2875796084226288,0.3187187493443528
Air Fryer,1169.52,137.9099053948202,1.7108194502877896,3.5864178865597256,0.4175259168138167,1.3071418900206138,0.45231334197559,0.0982635285149515,0.24368835127629615,0.1503169273306564,0.22719362245350525,0.20002664150679544,0.19568360566673781,0.1956427702849923,0.15695160451293091,0.24741543167120195,0.17630148154685152,0.10954550851677904,0.20368814107903732,0.17347246786379167,0.17628206779925784,0.11659935261263502,0.1300782465497248
Air Fryer,1156.08,137.64034081753243,2.179271202149089,3.3041098865314096,0.7551342666502039,1.8306124066870504,0.3251111304337431,0.16788007459213697,0.31065817380329613,0.20884897660222954,0.29126812983303546,0.24342447903647646,0.23481695596518712,0.2293579090258786,0.1889746375184835,0.32008365652191195,0.10098225275255722,0.14762731266480655,0.15309304245616728,0.17448011765135923,0.15571593499137404,0.14179780784549365,0.1677459624379753
Air Fryer,1146.66,136.50261990488872,2.781846164093152,2.8364743085809856,1.2162452605585277,2.2858030406730263,0.621520788111685,0.738027356071465,0.459917216090482,0.33593732078720717,0.3995832876045332,0.3733924770299414,0.3705912644362581,0.3470673521020362,0.3866274224050832,0.45384408432863144,0.2449454844592701,0.27547995338514214,0.30435175293055877,0.32660925597329155,0.28658788849999894,0.27096148494594585,0.2475874141951118
Air Fryer,1171.16,138.26928213143162,1.6357772647445041,3.2949696335942833,0.22987329923259214,1.5745811029849466,0.14247309578022738,0.4040243971681836,0.10698761379440272,0.28074410522373705,0.143829684166946,0.07082584866055935,0.06909848120273754,0.0972642202171425,0.017005001343569214,0.1380512615375101,0.08123686836815056,0.06558654651639412,0.0774171394613999,0.0451251888170874,0.03659136152224129,0.02664978242331147,0.06686619070251516
Air Fryer,1141.67,136.59178625814928,2.624802237377181,1.7184664074363882,1.180467041326919,0.6265683423079719,0.9412521190584033,1.0486569501547935,0.5534250376475564,0.41168493000780776,0.4557102048222936,0.43720975434162707,0.40749363808462563,0.43279830579627177,0.37158599016056115,0.29729917055842997,0.3345185146795518,0.28929269931909346,0.29322049932649125,0.32566414115431913,0.3608229159492549,0.28255849450477427,0.2968241504759651
Air Fryer,1163.9,137.49445087549847,2.041542902766326,3.65409548196281,0.5562624447653963,0.9771721747152112,0.5495127097173341,0.3935906542551281,0.40018014125714635,0.5594743901145617,0.27536410223693863,0.26742753908387296,0.28804328608116003,0.22745652519966728,0.26125050235419034,0.23268142208028747,0.22632671922795994,0.27011895027675564,0.16980497848668116,0.16313980227212715,0.2194076350908898,0.1774037592570088,0.19633042260942823
Air Fryer,1159.46,137.81248662208316,1.9298056932750058,3.4192497450356774,0.6106423198258293,1.8758863231476648,0.2427061042855019,0.3163340011707705,0.21471637411010044,0.028832023305619823,0.266070811126805,0.18564651378611546,0.15237430212291578,0.1630225838956436,0.16725867761244798,0.2523024086979033,0.12688238223802353,0.1830379149093309,0.15170590666807218,0.12340777874595053,0.1298429917965659,0.12759802081690858,0.12535233569801119
Air Fryer,1142.35,136.29406909173397,2.713109487812691,2.448609891435193,1.275833314494806,2.3921172454299215,0.5865133179937384,0.5884596669471197,0.5529594365668349,0.5338994784264179,0.4584947504617952,0.4213618857558324,0.39589319195240535,0.3031533336803953,0.3561397493682649,0.48759430426101363,0.29321961310617206,0.2880498006936059,0.29779312382736917,0.26444503562275384,0.30569592611572055,0.2858022095572506,0.3075829758838505
